grid_x,grid_y,agent_0,agent_1
0,1,3,1
7,0,0,0
3,1,4,5
1,4,0,3
7,4,0,0
2,0,8,3
7,7,0,0
7,3,0,0
4,0,11,2
2,7,0,6
4,1,6,6
4,3,5,4
4,7,0,2
